customer_id,first_tx,last_tx,transaction_count,customer_tenure_days,avg_days_between_transactions,recency_days,recency_band,frequency_segment,total_spend,avg_transaction_value,value_segment,retention_priority,customer_segment,churned
61920052,2023-04-07,2023-12-07,14,244,18.76923076923077,22,Active (0-30 days),Low Frequency,49948500,3567750.0,High Value,Healthy / Maintain,Valuable Active,0
84071229,2023-01-28,2023-12-09,14,315,24.23076923076923,20,Active (0-30 days),Low Frequency,24041300,1717235.7142857143,Regular Value,Healthy / Maintain,Regular Active,0
48419648,2023-03-12,2023-12-19,12,282,25.636363636363637,10,Active (0-30 days),Low Frequency,16657600,1388133.3333333333,Low Value,Healthy / Maintain,Regular Active,0
16438082,2023-01-15,2023-12-26,34,345,10.454545454545455,3,Active (0-30 days),Regular Frequency,54566750,1604904.4117647058,High Value,Healthy / Maintain,Valuable Active,0
19190595,2023-01-13,2023-12-23,30,344,11.862068965517242,6,Active (0-30 days),Regular Frequency,148540150,4951338.333333333,Very High Value,Healthy / Maintain,Valuable Active,0
19714891,2023-01-09,2023-12-24,38,349,9.432432432432432,5,Active (0-30 days),High Frequency,185978250,4894164.47368421,Very High Value,Healthy / Maintain,Champions,0
53400395,2023-01-31,2023-11-30,12,303,27.545454545454547,29,Active (0-30 days),Low Frequency,5647800,470650.0,Low Value,Healthy / Maintain,Regular Active,0
42521424,2023-01-13,2023-12-03,14,324,24.923076923076923,26,Active (0-30 days),Low Frequency,18377000,1312642.857142857,Low Value,Healthy / Maintain,Regular Active,0
40555353,2023-01-05,2023-11-23,10,322,35.77777777777778,36,At Risk (31-60 days),Low Frequency,15145950,1514595.0,Low Value,Re-engagement,Standard Re-engagement,0
19190617,2023-01-17,2023-12-13,23,330,15.0,16,Active (0-30 days),Regular Frequency,45700850,1986993.4782608696,Regular Value,Healthy / Maintain,Regular Active,0
72012633,2023-01-10,2023-12-24,11,348,34.8,5,Active (0-30 days),Low Frequency,13446150,1222377.2727272727,Low Value,Healthy / Maintain,Regular Active,0
56021853,2023-01-10,2023-11-07,13,301,25.083333333333332,52,At Risk (31-60 days),Low Frequency,15352000,1180923.076923077,Low Value,Re-engagement,Standard Re-engagement,0
26268510,2023-01-23,2023-11-23,10,304,33.77777777777778,36,At Risk (31-60 days),Low Frequency,107862250,10786225.0,High Value,Re-engagement,At-Risk Valuable,0
79745887,2023-01-04,2023-12-29,230,359,1.5676855895196506,0,Active (0-30 days),Very High Frequency,413592900,1798230.0,Very High Value,Healthy / Maintain,Champions,0
84464482,2023-01-07,2023-11-10,25,307,12.791666666666666,49,At Risk (31-60 days),Regular Frequency,115424500,4616980.0,High Value,Medium Priority,At-Risk Valuable,0
34657125,2023-02-12,2023-12-16,14,307,23.615384615384617,13,Active (0-30 days),Low Frequency,9940950,710067.8571428572,Low Value,Healthy / Maintain,Regular Active,0
68342630,2023-01-18,2023-12-25,53,341,6.5576923076923075,4,Active (0-30 days),High Frequency,71668850,1352242.4528301887,High Value,Healthy / Maintain,Champions,0
74634087,2023-03-28,2023-12-15,14,262,20.153846153846153,14,Active (0-30 days),Low Frequency,8122200,580157.1428571428,Low Value,Healthy / Maintain,Regular Active,0
76469096,2023-01-04,2023-12-29,23073,359,0.01555998613037448,0,Active (0-30 days),Very High Frequency,37421625650,1621879.4976812724,Very High Value,Healthy / Maintain,Champions,0
22467440,2023-01-09,2023-12-29,33,354,11.0625,0,Active (0-30 days),Regular Frequency,65263200,1977672.7272727273,High Value,Healthy / Maintain,Valuable Active,0
90362740,2023-01-27,2023-12-19,16,326,21.733333333333334,10,Active (0-30 days),Low Frequency,88217400,5513587.5,High Value,Healthy / Maintain,Valuable Active,0
57463675,2023-01-17,2023-11-17,10,304,33.77777777777778,42,At Risk (31-60 days),Low Frequency,12732900,1273290.0,Low Value,Re-engagement,Standard Re-engagement,0
72668031,2023-01-30,2023-11-09,10,283,31.444444444444443,50,At Risk (31-60 days),Low Frequency,248845800,24884580.0,Very High Value,Re-engagement,At-Risk Valuable,0
87872384,2023-03-09,2023-12-13,17,279,17.4375,16,Active (0-30 days),Low Frequency,27771000,1633588.2352941176,Regular Value,Healthy / Maintain,Regular Active,0
44487556,2023-01-26,2023-12-29,24,337,14.652173913043478,0,Active (0-30 days),Regular Frequency,11968250,498677.0833333333,Low Value,Healthy / Maintain,Regular Active,0
63755144,2023-01-29,2023-12-14,13,319,26.583333333333332,15,Active (0-30 days),Low Frequency,19304500,1484961.5384615385,Low Value,Healthy / Maintain,Regular Active,0
75813768,2023-01-04,2023-12-28,331,358,1.084848484848485,1,Active (0-30 days),Very High Frequency,185428950,560208.3081570996,Very High Value,Healthy / Maintain,Champions,0
34526088,2023-03-22,2023-11-12,12,235,21.363636363636363,47,At Risk (31-60 days),Low Frequency,6546500,545541.6666666666,Low Value,Re-engagement,Standard Re-engagement,0
79745935,2023-01-30,2023-12-13,10,317,35.22222222222222,16,Active (0-30 days),Low Frequency,13803700,1380370.0,Low Value,Healthy / Maintain,Regular Active,0
91149204,2023-01-14,2023-11-09,16,299,19.933333333333334,50,At Risk (31-60 days),Low Frequency,10710300,669393.75,Low Value,Re-engagement,Standard Re-engagement,0
33739669,2023-02-05,2023-12-24,13,322,26.833333333333332,5,Active (0-30 days),Low Frequency,58469650,4497665.384615385,High Value,Healthy / Maintain,Valuable Active,0
50254742,2023-01-19,2023-12-28,10,343,38.111111111111114,1,Active (0-30 days),Low Frequency,5646700,564670.0,Low Value,Healthy / Maintain,Regular Active,0
77910933,2023-01-08,2023-12-27,12,353,32.09090909090909,2,Active (0-30 days),Low Frequency,58417000,4868083.333333333,High Value,Healthy / Maintain,Valuable Active,0
55235480,2023-01-09,2023-12-15,30,340,11.724137931034482,14,Active (0-30 days),Regular Frequency,18171650,605721.6666666666,Low Value,Healthy / Maintain,Regular Active,0
31249305,2023-01-06,2023-12-06,11,334,33.4,23,Active (0-30 days),Low Frequency,51475700,4679609.090909091,High Value,Healthy / Maintain,Valuable Active,0
88527770,2023-01-14,2023-12-29,43,349,8.30952380952381,0,Active (0-30 days),High Frequency,92574550,2152896.511627907,High Value,Healthy / Maintain,Champions,0
90887070,2023-01-20,2023-12-24,10,338,37.55555555555556,5,Active (0-30 days),Low Frequency,174141050,17414105.0,Very High Value,Healthy / Maintain,Valuable Active,0
40031137,2023-01-04,2023-12-27,76,357,4.76,2,Active (0-30 days),High Frequency,1018725600,13404284.210526315,Very High Value,Healthy / Maintain,Champions,0
59560866,2023-01-06,2023-12-28,58,356,6.245614035087719,1,Active (0-30 days),High Frequency,285544400,4923179.310344827,Very High Value,Healthy / Maintain,Champions,0
30069668,2023-04-14,2023-12-24,11,254,25.4,5,Active (0-30 days),Low Frequency,6332200,575654.5454545454,Low Value,Healthy / Maintain,Regular Active,0
79877029,2023-02-12,2023-12-24,10,315,35.0,5,Active (0-30 days),Low Frequency,101273500,10127350.0,High Value,Healthy / Maintain,Valuable Active,0
30331818,2023-01-22,2023-12-27,16,339,22.6,2,Active (0-30 days),Low Frequency,202457250,12653578.125,Very High Value,Healthy / Maintain,Valuable Active,0
69915563,2023-01-12,2023-12-14,10,336,37.333333333333336,15,Active (0-30 days),Low Frequency,43452800,4345280.0,Regular Value,Healthy / Maintain,Regular Active,0
87610284,2023-01-09,2023-12-23,13,348,29.0,6,Active (0-30 days),Low Frequency,18647900,1434453.8461538462,Low Value,Healthy / Maintain,Regular Active,0
72274867,2023-02-13,2023-12-07,21,297,14.85,22,Active (0-30 days),Regular Frequency,40517100,1929385.7142857143,Regular Value,Healthy / Maintain,Regular Active,0
94163898,2023-01-14,2023-12-29,12,349,31.727272727272727,0,Active (0-30 days),Low Frequency,45737400,3811450.0,Regular Value,Healthy / Maintain,Regular Active,0
89707451,2023-01-17,2023-12-04,25,321,13.375,25,Active (0-30 days),Regular Frequency,13981200,559248.0,Low Value,Healthy / Maintain,Regular Active,0
27317188,2023-01-05,2023-12-29,10,358,39.77777777777778,0,Active (0-30 days),Low Frequency,15080150,1508015.0,Low Value,Healthy / Maintain,Regular Active,0
81712069,2023-01-16,2023-12-23,14,341,26.23076923076923,6,Active (0-30 days),Low Frequency,7691200,549371.4285714285,Low Value,Healthy / Maintain,Regular Active,0
36885445,2023-01-11,2023-12-26,23,349,15.863636363636363,3,Active (0-30 days),Regular Frequency,38626750,1679423.9130434783,Regular Value,Healthy / Maintain,Regular Active,0
31118276,2023-01-04,2023-12-26,170,356,2.106508875739645,3,Active (0-30 days),Very High Frequency,272952250,1605601.4705882352,Very High Value,Healthy / Maintain,Champions,0
16045000,2023-01-06,2023-12-27,50,355,7.244897959183674,2,Active (0-30 days),High Frequency,79165400,1583308.0,High Value,Healthy / Maintain,Champions,0
16045001,2023-01-06,2023-12-17,28,345,12.777777777777779,12,Active (0-30 days),Regular Frequency,48395500,1728410.7142857143,High Value,Healthy / Maintain,Valuable Active,0
10277834,2023-01-17,2023-12-06,18,323,19.0,23,Active (0-30 days),Low Frequency,33432900,1857383.3333333333,Regular Value,Healthy / Maintain,Regular Active,0
95081424,2023-01-06,2023-12-25,94,353,3.795698924731183,4,Active (0-30 days),Very High Frequency,1294488450,13771153.723404255,Very High Value,Healthy / Maintain,Champions,0
52351954,2023-01-27,2023-12-02,22,309,14.714285714285714,27,Active (0-30 days),Regular Frequency,32197700,1463531.8181818181,Regular Value,Healthy / Maintain,Regular Active,0
35443669,2023-05-04,2023-11-23,12,203,18.454545454545453,36,At Risk (31-60 days),Low Frequency,17473900,1456158.3333333333,Low Value,Re-engagement,Standard Re-engagement,0
34919381,2023-01-29,2023-12-23,20,328,17.263157894736842,6,Active (0-30 days),Regular Frequency,11458450,572922.5,Low Value,Healthy / Maintain,Regular Active,0
38065112,2023-01-07,2023-10-22,13,288,24.0,68,High Risk (61-90 days),Low Frequency,17737100,1364392.3076923077,Low Value,Urgent Re-engagement,Standard Re-engagement,0
50910172,2023-01-05,2023-11-14,15,313,22.357142857142858,45,At Risk (31-60 days),Low Frequency,67108650,4473910.0,High Value,Re-engagement,At-Risk Valuable,0
39506912,2023-01-19,2023-12-28,32,343,11.064516129032258,1,Active (0-30 days),Regular Frequency,60423600,1888237.5,High Value,Healthy / Maintain,Valuable Active,0
57725926,2023-02-11,2023-12-23,32,315,10.161290322580646,6,Active (0-30 days),Regular Frequency,176068450,5502139.0625,Very High Value,Healthy / Maintain,Valuable Active,0
16962544,2023-01-07,2023-12-24,25,351,14.625,5,Active (0-30 days),Regular Frequency,44239500,1769580.0,Regular Value,Healthy / Maintain,Regular Active,0
42259441,2023-01-07,2023-12-17,28,344,12.74074074074074,12,Active (0-30 days),Regular Frequency,57164700,2041596.4285714286,High Value,Healthy / Maintain,Valuable Active,0
15782897,2023-01-04,2023-11-18,19,318,17.666666666666668,41,At Risk (31-60 days),Regular Frequency,27978500,1472552.6315789474,Regular Value,Medium Priority,Standard Re-engagement,0
80532468,2023-01-19,2023-12-23,25,338,14.083333333333334,6,Active (0-30 days),Regular Frequency,126941050,5077642.0,Very High Value,Healthy / Maintain,Valuable Active,0
56153077,2023-01-04,2023-12-29,219,359,1.646788990825688,0,Active (0-30 days),Very High Frequency,126004250,575361.8721461187,Very High Value,Healthy / Maintain,Champions,0
71357430,2023-01-09,2023-12-19,13,344,28.666666666666668,10,Active (0-30 days),Low Frequency,17744650,1364973.076923077,Low Value,Healthy / Maintain,Regular Active,0
14603252,2023-02-24,2023-12-28,15,307,21.928571428571427,1,Active (0-30 days),Low Frequency,24838700,1655913.3333333333,Regular Value,Healthy / Maintain,Regular Active,0
29676539,2023-02-16,2023-12-15,21,302,15.1,14,Active (0-30 days),Regular Frequency,30852550,1469169.0476190476,Regular Value,Healthy / Maintain,Regular Active,0
14996476,2023-01-12,2023-11-23,17,315,19.6875,36,At Risk (31-60 days),Low Frequency,12511550,735973.5294117647,Low Value,Re-engagement,Standard Re-engagement,0
94163963,2023-01-24,2023-12-16,16,326,21.733333333333334,13,Active (0-30 days),Low Frequency,22144650,1384040.625,Regular Value,Healthy / Maintain,Regular Active,0
16700419,2023-01-08,2023-11-23,13,319,26.583333333333332,36,At Risk (31-60 days),Low Frequency,51082400,3929415.3846153845,High Value,Re-engagement,At-Risk Valuable,0
98096132,2023-01-22,2023-12-27,68,339,5.059701492537314,2,Active (0-30 days),High Frequency,293492800,4316070.588235294,Very High Value,Healthy / Maintain,Champions,0
84333572,2023-02-09,2023-12-06,11,300,30.0,23,Active (0-30 days),Low Frequency,16139050,1467186.3636363635,Low Value,Healthy / Maintain,Regular Active,0
59167751,2023-02-05,2023-12-23,15,321,22.928571428571427,6,Active (0-30 days),Low Frequency,7172700,478180.0,Low Value,Healthy / Maintain,Regular Active,0
74109962,2023-01-30,2023-11-21,10,295,32.77777777777778,38,At Risk (31-60 days),Low Frequency,18022300,1802230.0,Low Value,Re-engagement,Standard Re-engagement,0
10671118,2023-01-04,2023-12-19,33,349,10.90625,10,Active (0-30 days),Regular Frequency,20341550,616410.6060606061,Regular Value,Healthy / Maintain,Regular Active,0
95867922,2023-02-17,2023-12-19,23,305,13.863636363636363,10,Active (0-30 days),Regular Frequency,44928150,1953397.8260869565,Regular Value,Healthy / Maintain,Regular Active,0
43963410,2023-01-04,2023-12-27,248,357,1.4453441295546559,2,Active (0-30 days),Very High Frequency,363478850,1465640.5241935484,Very High Value,Healthy / Maintain,Champions,0
57332756,2023-01-27,2023-12-01,10,308,34.22222222222222,28,Active (0-30 days),Low Frequency,168307300,16830730.0,Very High Value,Healthy / Maintain,Valuable Active,0
53400596,2023-01-05,2023-12-29,476,358,0.7536842105263157,0,Active (0-30 days),Very High Frequency,827823300,1739124.5798319327,Very High Value,Healthy / Maintain,Champions,0
64148504,2023-01-10,2023-12-05,30,329,11.344827586206897,24,Active (0-30 days),Regular Frequency,17629450,587648.3333333334,Low Value,Healthy / Maintain,Regular Active,0
52352026,2023-01-15,2023-12-28,40,347,8.897435897435898,1,Active (0-30 days),High Frequency,60638650,1515966.25,High Value,Healthy / Maintain,Champions,0
41210908,2023-01-12,2023-12-22,18,344,20.235294117647058,7,Active (0-30 days),Low Frequency,27545400,1530300.0,Regular Value,Healthy / Maintain,Regular Active,0
74896413,2023-03-08,2023-09-08,10,184,20.444444444444443,112,Inactive (90+ days),Low Frequency,6174200,617420.0,Low Value,Inactive / Win-back,Standard Re-engagement,1
21287967,2023-02-02,2023-12-29,25,330,13.75,0,Active (0-30 days),Regular Frequency,413226200,16529048.0,Very High Value,Healthy / Maintain,Valuable Active,0
30331935,2023-01-27,2023-12-29,58,336,5.894736842105263,0,Active (0-30 days),High Frequency,93558300,1613074.1379310344,High Value,Healthy / Maintain,Champions,0
46060579,2023-02-11,2023-11-07,14,269,20.692307692307693,52,At Risk (31-60 days),Low Frequency,18932300,1352307.142857143,Low Value,Re-engagement,Standard Re-engagement,0
76731430,2023-01-16,2023-11-21,15,309,22.071428571428573,38,At Risk (31-60 days),Low Frequency,9113250,607550.0,Low Value,Re-engagement,Standard Re-engagement,0
50517031,2023-01-05,2023-12-25,24,354,15.391304347826088,4,Active (0-30 days),Regular Frequency,367296450,15304018.75,Very High Value,Healthy / Maintain,Valuable Active,0
24433704,2023-01-09,2023-12-08,12,333,30.272727272727273,21,Active (0-30 days),Low Frequency,5894350,491195.8333333333,Low Value,Healthy / Maintain,Regular Active,0
26268712,2023-01-09,2023-12-28,61,353,5.883333333333334,1,Active (0-30 days),High Frequency,754323850,12365964.754098361,Very High Value,Healthy / Maintain,Champions,0
88265771,2023-01-09,2023-12-27,10,352,39.111111111111114,2,Active (0-30 days),Low Frequency,133551450,13355145.0,Very High Value,Healthy / Maintain,Valuable Active,0
18928684,2023-01-08,2023-12-27,78,353,4.584415584415584,2,Active (0-30 days),High Frequency,912606250,11700080.128205128,Very High Value,Healthy / Maintain,Champions,0
29152301,2023-01-11,2023-12-17,10,340,37.77777777777778,12,Active (0-30 days),Low Frequency,25446350,2544635.0,Regular Value,Healthy / Maintain,Regular Active,0
27841583,2023-01-09,2023-11-24,18,319,18.764705882352942,35,At Risk (31-60 days),Low Frequency,34948450,1941580.5555555555,Regular Value,Re-engagement,Standard Re-engagement,0
94950447,2023-01-07,2023-12-27,40,354,9.076923076923077,2,Active (0-30 days),High Frequency,21636000,540900.0,Regular Value,Healthy / Maintain,Regular Active,0
83416113,2023-02-09,2023-12-19,26,313,12.52,10,Active (0-30 days),Regular Frequency,57218350,2200705.769230769,High Value,Healthy / Maintain,Valuable Active,0
75682867,2023-01-28,2023-12-21,15,327,23.357142857142858,8,Active (0-30 days),Low Frequency,76602000,5106800.0,High Value,Healthy / Maintain,Valuable Active,0
12375093,2023-01-07,2023-09-27,10,263,29.22222222222222,93,Inactive (90+ days),Low Frequency,18730600,1873060.0,Low Value,Inactive / Win-back,Standard Re-engagement,1
28365877,2023-03-07,2023-12-22,11,290,29.0,7,Active (0-30 days),Low Frequency,18062950,1642086.3636363635,Low Value,Healthy / Maintain,Regular Active,0
51565626,2023-01-06,2023-11-21,18,319,18.764705882352942,38,At Risk (31-60 days),Low Frequency,35850050,1991669.4444444445,Regular Value,Re-engagement,Standard Re-engagement,0
73061434,2023-01-05,2023-12-22,39,351,9.236842105263158,7,Active (0-30 days),High Frequency,71152900,1824433.3333333333,High Value,Healthy / Maintain,Champions,0
29152316,2023-01-14,2023-11-24,25,314,13.083333333333334,35,At Risk (31-60 days),Regular Frequency,110976500,4439060.0,High Value,Medium Priority,At-Risk Valuable,0
90494012,2023-02-08,2023-12-24,21,319,15.95,5,Active (0-30 days),Regular Frequency,275800750,13133369.047619049,Very High Value,Healthy / Maintain,Valuable Active,0
33346621,2023-01-06,2023-12-27,160,355,2.2327044025157234,2,Active (0-30 days),Very High Frequency,253963200,1587270.0,Very High Value,Healthy / Maintain,Champions,0
43832389,2023-01-04,2023-09-23,19,262,14.555555555555555,97,Inactive (90+ days),Regular Frequency,271007350,14263544.736842105,Very High Value,Inactive / Win-back,High-Value Win-back,1
95736907,2023-01-07,2023-12-27,54,354,6.679245283018868,2,Active (0-30 days),High Frequency,33493250,620245.3703703703,Regular Value,Healthy / Maintain,Regular Active,0
15914063,2023-01-27,2023-12-28,35,335,9.852941176470589,1,Active (0-30 days),Regular Frequency,19650700,561448.5714285715,Low Value,Healthy / Maintain,Regular Active,0
11981908,2023-01-10,2023-09-27,11,260,26.0,93,Inactive (90+ days),Low Frequency,18342250,1667477.2727272727,Low Value,Inactive / Win-back,Standard Re-engagement,1
94950484,2023-03-08,2023-11-13,14,250,19.23076923076923,46,At Risk (31-60 days),Low Frequency,8350450,596460.7142857143,Low Value,Re-engagement,Standard Re-engagement,0
96916566,2023-01-08,2023-12-27,12,353,32.09090909090909,2,Active (0-30 days),Low Frequency,5980250,498354.1666666667,Low Value,Healthy / Maintain,Regular Active,0
41604183,2023-04-20,2023-12-16,10,240,26.666666666666668,13,Active (0-30 days),Low Frequency,4539400,453940.0,Low Value,Healthy / Maintain,Regular Active,0
13030490,2023-02-06,2023-12-22,15,319,22.785714285714285,7,Active (0-30 days),Low Frequency,19072150,1271476.6666666667,Low Value,Healthy / Maintain,Regular Active,0
97440864,2023-02-19,2023-11-16,11,270,27.0,43,At Risk (31-60 days),Low Frequency,50829300,4620845.454545454,High Value,Re-engagement,At-Risk Valuable,0
51696739,2023-01-18,2023-12-17,14,333,25.615384615384617,12,Active (0-30 days),Low Frequency,22147400,1581957.142857143,Regular Value,Healthy / Maintain,Regular Active,0
16962663,2023-01-06,2023-12-12,21,340,17.0,17,Active (0-30 days),Regular Frequency,11848950,564235.7142857143,Low Value,Healthy / Maintain,Regular Active,0
49206376,2023-03-05,2023-11-14,10,254,28.22222222222222,45,At Risk (31-60 days),Low Frequency,50282050,5028205.0,High Value,Re-engagement,At-Risk Valuable,0
96654442,2023-01-10,2023-12-29,22,353,16.80952380952381,0,Active (0-30 days),Regular Frequency,14122350,641925.0,Low Value,Healthy / Maintain,Regular Active,0
17355884,2023-01-08,2023-12-18,11,344,34.4,11,Active (0-30 days),Low Frequency,19911350,1810122.7272727273,Low Value,Healthy / Maintain,Regular Active,0
22205549,2023-01-11,2023-12-14,10,337,37.44444444444444,15,Active (0-30 days),Low Frequency,19814600,1981460.0,Low Value,Healthy / Maintain,Regular Active,0
65459311,2023-01-21,2023-12-29,41,342,8.55,0,Active (0-30 days),High Frequency,23885850,582581.7073170731,Regular Value,Healthy / Maintain,Regular Active,0
76993650,2023-02-23,2023-10-12,10,231,25.666666666666668,78,High Risk (61-90 days),Low Frequency,142684250,14268425.0,Very High Value,Urgent Re-engagement,High-Risk Valuable,0
68605044,2023-02-13,2023-10-19,10,248,27.555555555555557,71,High Risk (61-90 days),Low Frequency,10450900,1045090.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
33084532,2023-01-12,2023-12-04,10,326,36.22222222222222,25,Active (0-30 days),Low Frequency,41095750,4109575.0,Regular Value,Healthy / Maintain,Regular Active,0
55235701,2023-02-13,2023-12-25,16,315,21.0,4,Active (0-30 days),Low Frequency,226748650,14171790.625,Very High Value,Healthy / Maintain,Valuable Active,0
37540987,2023-01-19,2023-12-24,31,339,11.3,5,Active (0-30 days),Regular Frequency,45482000,1467161.2903225806,Regular Value,Healthy / Maintain,Regular Active,0
37540988,2023-01-27,2023-12-01,10,308,34.22222222222222,28,Active (0-30 days),Low Frequency,28699950,2869995.0,Regular Value,Healthy / Maintain,Regular Active,0
75814017,2023-01-27,2023-11-17,16,294,19.6,42,At Risk (31-60 days),Low Frequency,212951550,13309471.875,Very High Value,Re-engagement,At-Risk Valuable,0
78566532,2023-01-17,2023-12-29,79,346,4.435897435897436,0,Active (0-30 days),High Frequency,136710800,1730516.4556962026,Very High Value,Healthy / Maintain,Champions,0
22598788,2023-01-11,2023-12-15,30,338,11.655172413793103,14,Active (0-30 days),Regular Frequency,18322900,610763.3333333334,Low Value,Healthy / Maintain,Regular Active,0
63755402,2023-01-29,2023-12-25,37,330,9.166666666666666,4,Active (0-30 days),High Frequency,66613950,1800377.027027027,High Value,Healthy / Maintain,Champions,0
71881874,2023-01-05,2023-12-24,11,353,35.3,5,Active (0-30 days),Low Frequency,15796400,1436036.3636363635,Low Value,Healthy / Maintain,Regular Active,0
19322004,2023-01-04,2023-12-16,45,346,7.863636363636363,13,Active (0-30 days),High Frequency,75378150,1675070.0,High Value,Healthy / Maintain,Champions,0
10671253,2023-01-05,2023-12-29,28,358,13.25925925925926,0,Active (0-30 days),Regular Frequency,58926000,2104500.0,High Value,Healthy / Maintain,Valuable Active,0
91542677,2023-01-17,2023-12-15,11,332,33.2,14,Active (0-30 days),Low Frequency,17471800,1588345.4545454546,Low Value,Healthy / Maintain,Regular Active,0
95999128,2023-01-05,2023-12-19,26,348,13.92,10,Active (0-30 days),Regular Frequency,41910550,1611944.2307692308,Regular Value,Healthy / Maintain,Regular Active,0
68605084,2023-01-11,2023-10-09,10,271,30.11111111111111,81,High Risk (61-90 days),Low Frequency,16009550,1600955.0,Low Value,Urgent Re-engagement,Standard Re-engagement,0
87610527,2023-01-12,2023-12-18,24,340,14.782608695652174,11,Active (0-30 days),Regular Frequency,39224900,1634370.8333333333,Regular Value,Healthy / Maintain,Regular Active,0
40948896,2023-02-12,2023-12-22,14,313,24.076923076923077,7,Active (0-30 days),Low Frequency,8329250,594946.4285714285,Low Value,Healthy / Maintain,Regular Active,0
91149475,2023-01-08,2023-12-16,18,342,20.11764705882353,13,Active (0-30 days),Low Frequency,8952650,497369.44444444444,Low Value,Healthy / Maintain,Regular Active,0
66639013,2023-01-22,2023-12-23,12,335,30.454545454545453,6,Active (0-30 days),Low Frequency,5363300,446941.6666666667,Low Value,Healthy / Maintain,Regular Active,0
72144044,2023-01-07,2023-12-12,25,339,14.125,17,Active (0-30 days),Regular Frequency,51093150,2043726.0,High Value,Healthy / Maintain,Valuable Active,0
50386097,2023-01-05,2023-12-28,57,357,6.375,1,Active (0-30 days),High Frequency,242729950,4258420.175438597,Very High Value,Healthy / Maintain,Champions,0
81712309,2023-01-04,2023-12-18,10,348,38.666666666666664,11,Active (0-30 days),Low Frequency,89126100,8912610.0,High Value,Healthy / Maintain,Valuable Active,0
22992054,2023-02-08,2023-11-03,10,268,29.77777777777778,56,At Risk (31-60 days),Low Frequency,96999300,9699930.0,High Value,Re-engagement,At-Risk Valuable,0
31904952,2023-01-05,2023-12-29,33,358,11.1875,0,Active (0-30 days),Regular Frequency,23181500,702469.696969697,Regular Value,Healthy / Maintain,Regular Active,0
15652025,2023-01-10,2023-12-29,42,353,8.609756097560975,0,Active (0-30 days),High Frequency,64105250,1526315.4761904762,High Value,Healthy / Maintain,Champions,0
47633594,2023-01-10,2023-12-21,25,345,14.375,8,Active (0-30 days),Regular Frequency,11781900,471276.0,Low Value,Healthy / Maintain,Regular Active,0
65066170,2023-01-22,2023-12-18,12,330,30.0,11,Active (0-30 days),Low Frequency,14322200,1193516.6666666667,Low Value,Healthy / Maintain,Regular Active,0
75814076,2023-01-14,2023-12-18,21,338,16.9,11,Active (0-30 days),Regular Frequency,37829700,1801414.2857142857,Regular Value,Healthy / Maintain,Regular Active,0
97047743,2023-01-25,2023-11-24,14,303,23.307692307692307,35,At Risk (31-60 days),Low Frequency,59278700,4234192.857142857,High Value,Re-engagement,At-Risk Valuable,0
52745413,2023-01-04,2023-12-08,34,338,10.242424242424242,21,Active (0-30 days),Regular Frequency,17838900,524673.5294117647,Low Value,Healthy / Maintain,Regular Active,0
97440966,2023-01-06,2023-10-18,12,285,25.90909090909091,72,High Risk (61-90 days),Low Frequency,20006000,1667166.6666666667,Low Value,Urgent Re-engagement,Standard Re-engagement,0
46453961,2023-01-31,2023-12-16,10,319,35.44444444444444,13,Active (0-30 days),Low Frequency,53931350,5393135.0,High Value,Healthy / Maintain,Valuable Active,0
33608908,2023-02-02,2023-12-14,19,315,17.5,15,Active (0-30 days),Regular Frequency,67439150,3549428.947368421,High Value,Healthy / Maintain,Valuable Active,0
26137804,2023-01-11,2023-12-11,21,334,16.7,18,Active (0-30 days),Regular Frequency,11692200,556771.4285714285,Low Value,Healthy / Maintain,Regular Active,0
76862672,2023-02-05,2023-12-28,17,326,20.375,1,Active (0-30 days),Low Frequency,27717000,1630411.7647058824,Regular Value,Healthy / Maintain,Regular Active,0
72799441,2023-01-04,2023-12-29,3117,359,0.11521181001283697,0,Active (0-30 days),Very High Frequency,43153603000,13844595.123516202,Very High Value,Healthy / Maintain,Champions,0
47371474,2023-01-14,2023-12-23,14,343,26.384615384615383,6,Active (0-30 days),Low Frequency,19810450,1415032.142857143,Low Value,Healthy / Maintain,Regular Active,0
32822482,2023-01-04,2023-12-28,223,358,1.6126126126126126,1,Active (0-30 days),Very High Frequency,387551850,1737900.67264574,Very High Value,Healthy / Maintain,Champions,0
89445588,2023-02-06,2023-11-14,13,281,23.416666666666668,45,At Risk (31-60 days),Low Frequency,167201650,12861665.384615384,Very High Value,Re-engagement,At-Risk Valuable,0
20763861,2023-01-12,2023-12-12,20,334,17.57894736842105,17,Active (0-30 days),Regular Frequency,68358750,3417937.5,High Value,Healthy / Maintain,Valuable Active,0
19846358,2023-02-20,2023-12-10,14,293,22.53846153846154,19,Active (0-30 days),Low Frequency,49504250,3536017.8571428573,High Value,Healthy / Maintain,Valuable Active,0
63493334,2023-01-26,2023-12-12,22,320,15.238095238095237,17,Active (0-30 days),Regular Frequency,133055850,6047993.181818182,Very High Value,Healthy / Maintain,Valuable Active,0
12506332,2023-02-03,2023-12-28,18,328,19.294117647058822,1,Active (0-30 days),Low Frequency,24642650,1369036.111111111,Regular Value,Healthy / Maintain,Regular Active,0
36099300,2023-02-07,2023-12-28,14,324,24.923076923076923,1,Active (0-30 days),Low Frequency,63681100,4548650.0,High Value,Healthy / Maintain,Valuable Active,0
